work_id,mp_name,house,state,constituency,vendor_id,work_category,recommended_date,sanction_date,sanctioned_amount,expenditure_amount,completion_percent,beneficiary_ids,tenure_end,is_anomaly,anomaly_type,expenditure_ratio,days_since_sanction,days_since_recommendation,sanction_gap_days,is_overdue,vendor_work_count,beneficiary_work_count,house_Lok Sabha,house_Rajya Sabha,work_category_Education,work_category_Health,work_category_Other,work_category_Road,work_category_Sanitation,work_category_Water
W-684814,Daggubati Purandeshwari,Lok Sabha,Andhra Pradesh,RAJAHMUNDRY,V-313257,Health,2022-05-28,2022-06-08,18288342.85,15788709.02,61,"B-651982,B-676883",,False,,0.8633209224858773,1547,1558,11,True,1,2,True,False,False,True,False,False,False,False
W-454681,Daggubati Purandeshwari,Lok Sabha,Andhra Pradesh,RAJAHMUNDRY,V-848851,Road,2026-06-25,2026-07-27,10624410.1,7963970.71,76,"B-268949,B-706791,B-659708",,False,,0.7495918018074246,37,69,32,False,1,3,True,False,False,False,False,True,False,False
W-962165,DAGGUMALLA PRASADA RAO,Lok Sabha,Andhra Pradesh,CHITTOOR,V-914871,Sanitation,2021-11-07,2021-12-04,29286046.07,20876219.29,62,"B-787349,B-490468,B-430836,B-340576",,False,,0.7128384364383402,1733,1760,27,True,1,4,True,False,False,False,False,False,True,False
W-937442,DAGGUMALLA PRASADA RAO,Lok Sabha,Andhra Pradesh,CHITTOOR,V-590393,Water,2022-03-02,2022-03-11,28247168.95,19561999.02,68,"B-671835,B-34348,B-439816,B-703951",,False,,0.6925295435668785,1636,1645,9,True,1,6,True,False,False,False,False,False,False,True
W-384899,DAGGUMALLA PRASADA RAO,Lok Sabha,Andhra Pradesh,CHITTOOR,V-636659,Sanitation,2023-04-22,2023-05-17,20887946.14,16519076.7,92,"B-385450,B-801914",,False,,0.7908425552843751,1204,1229,25,True,1,2,True,False,False,False,False,False,True,False
W-320116,DAGGUMALLA PRASADA RAO,Lok Sabha,Andhra Pradesh,CHITTOOR,V-676679,Other,2023-12-13,2023-12-31,23063351.1,15318124.67,40,"B-21167,B-741638,B-300736",,False,,0.6641760169015507,976,994,18,True,1,3,True,False,False,False,True,False,False,False
W-526448,DAGGUMALLA PRASADA RAO,Lok Sabha,Andhra Pradesh,CHITTOOR,V-51417,Sanitation,2022-03-18,2022-04-04,44780487.74,41565661.57,81,"B-541071,B-109392,B-119417,B-593648",,False,,0.9282092194112399,1612,1629,17,True,1,4,True,False,False,False,False,False,True,False
W-428050,DAMODAR AGARWAL,Lok Sabha,Rajasthan,BHILWARA,V-594371,Water,2024-03-19,2024-04-16,21043606.94,18119243.46,37,"B-671608,B-929924,B-955128,B-807759",,False,,0.861033163737661,869,897,28,True,1,4,True,False,False,False,False,False,False,True
W-686876,DAMODAR AGARWAL,Lok Sabha,Rajasthan,BHILWARA,V-371075,Road,2024-06-07,2024-06-30,31784156.02,29663624.56,71,B-DUP-006,,True,duplicate_beneficiary,0.9332833799750521,794,817,23,True,1,3,True,False,False,False,False,True,False,False
W-324646,DAMODAR AGARWAL,Lok Sabha,Rajasthan,BHILWARA,V-722792,Education,2024-09-29,2024-09-29,93437237.04,79189404.02,53,"B-794179,B-871149,B-790821",,False,,0.8475144014168507,703,703,0,True,1,3,True,False,True,False,False,False,False,False
W-342140,DAROGA PRASAD SAROJ,Lok Sabha,Uttar Pradesh,LALGANJ (SC),V-429073,Road,2022-07-26,2022-08-13,12335460.07,10477299.26,39,"B-23041,B-809180,B-533403",,False,,0.8493642880398866,1481,1499,18,True,1,3,True,False,False,False,False,True,False,False
W-755788,DAROGA PRASAD SAROJ,Lok Sabha,Uttar Pradesh,LALGANJ (SC),V-214115,Other,2023-05-01,2023-05-24,21119710.42,18681467.45,75,"B-698339,B-909292,B-598335,B-967657",,True,duplicate_vendor,0.8845513067408809,1197,1220,23,True,1,4,True,False,False,False,True,False,False,False
W-298701,DAROGA PRASAD SAROJ,Lok Sabha,Uttar Pradesh,LALGANJ (SC),V-815616,Other,2024-05-17,2024-06-02,12289871.25,8151379.01,76,"B-571004,B-768661",,False,,0.6632599190166455,822,838,16,True,1,2,True,False,False,False,True,False,False,False
W-833859,DAROGA PRASAD SAROJ,Lok Sabha,Uttar Pradesh,LALGANJ (SC),V-961344,Other,2022-05-05,2022-05-30,6500914.39,4234955.64,57,"B-97604,B-602765",,False,,0.651439995351177,1556,1581,25,True,1,2,True,False,False,False,True,False,False,False
W-840724,DAROGA PRASAD SAROJ,Lok Sabha,Uttar Pradesh,LALGANJ (SC),V-453381,Health,2024-02-26,2024-08-31,20007557.42,14703936.63,79,"B-593026,B-296642,B-347092,B-759543,B-567572",,True,sanction_delay,0.7349191268746087,732,919,187,True,1,7,True,False,False,True,False,False,False,False
W-994013,DAROGA PRASAD SAROJ,Lok Sabha,Uttar Pradesh,LALGANJ (SC),V-752534,Education,2023-02-13,2023-03-13,40311548.07,26969980.94,45,"B-495032,B-339600,B-915702,B-904969,B-183785",,False,,0.6690385815292258,1269,1297,28,True,1,5,True,False,True,False,False,False,False,False
W-700268,DAROGA PRASAD SAROJ,Lok Sabha,Uttar Pradesh,LALGANJ (SC),V-337238,Road,2024-03-06,2024-04-07,33699938.38,31514314.57,79,"B-767498,B-981909",,False,,0.9351445754780041,878,910,32,True,1,3,True,False,False,False,False,True,False,False
W-475849,DARSHAN SINGH CHOUDHARY,Lok Sabha,Madhya Pradesh,HOSHANGABAD,V-450150,Sanitation,2024-09-11,2024-09-24,84663363.85,70537567.85,70,"B-99485,B-54823",,False,,0.8331533811362966,708,721,13,True,1,2,True,False,False,False,False,False,True,False
W-106652,DARSHAN SINGH CHOUDHARY,Lok Sabha,Madhya Pradesh,HOSHANGABAD,V-715970,Health,2022-12-25,2022-12-30,44863744.88,42956686.88,67,"B-262074,B-651454,B-505557,B-658811,B-62540",,False,,0.9574922243985442,1342,1347,5,True,1,5,True,False,False,True,False,False,False,False
W-910201,DARSHAN SINGH CHOUDHARY,Lok Sabha,Madhya Pradesh,HOSHANGABAD,V-261557,Water,2025-04-25,2025-05-27,16737891.26,15942916.64,80,"B-947455,B-723312,B-611799,B-12308",,False,,0.9525044936873368,463,495,32,True,1,4,True,False,False,False,False,False,False,True
W-125727,DEEPENDER SINGH HOODA,Lok Sabha,Haryana,ROHTAK,V-920071,Other,2025-07-16,2025-08-13,6806634.43,5166903.83,52,"B-714051,B-224919,B-791685,B-455455,B-659791",,False,,0.759098183270583,385,413,28,True,1,5,True,False,False,False,True,False,False,False
W-578160,DEEPENDER SINGH HOODA,Lok Sabha,Haryana,ROHTAK,V-579147,Water,2025-12-06,2025-12-24,7087533.62,6384278.14,84,"B-81461,B-102764,B-998720",,True,duplicate_vendor,0.900775711593732,252,270,18,False,1,3,True,False,False,False,False,False,False,True
W-657451,DEEPENDER SINGH HOODA,Lok Sabha,Haryana,ROHTAK,V-231640,Sanitation,2022-04-25,2022-06-25,4441334.17,4070861.12,49,"B-55034,B-766251,B-206982,B-135782,B-398729",,True,sanction_delay,0.9165851890851978,1530,1591,61,True,2,5,True,False,False,False,False,False,True,False
W-449371,DEEPENDER SINGH HOODA,Lok Sabha,Haryana,ROHTAK,V-61495,Sanitation,2024-02-09,2024-02-25,23904328.9,20650256.44,46,"B-790989,B-725269,B-977676",,False,,0.8638709970226356,920,936,16,True,1,3,True,False,False,False,False,False,True,False
W-797534,DEEPENDER SINGH HOODA,Lok Sabha,Haryana,ROHTAK,V-848331,Education,2024-12-03,2024-12-08,39374760.57,27050485.87,61,"B-541700,B-942397",,False,,0.6870006440270273,633,638,5,True,1,2,True,False,True,False,False,False,False,False
W-229365,DEEPENDER SINGH HOODA,Lok Sabha,Haryana,ROHTAK,V-103335,Health,2024-11-17,2024-11-29,64650408.31,45527051.42,41,"B-656430,B-50283",,False,,0.7042036177358212,642,654,12,True,1,2,True,False,False,True,False,False,False,False
W-758496,Devendra Alias Bhole Singh,Lok Sabha,Uttar Pradesh,AKBARPUR,V-787941,Sanitation,2024-02-14,2024-03-17,49444590.8,37032773.22,43,"B-647240,B-269723",,False,,0.7489752189434643,899,931,32,True,1,2,True,False,False,False,False,False,True,False
W-511514,Devendra Alias Bhole Singh,Lok Sabha,Uttar Pradesh,AKBARPUR,V-210550,Other,2022-08-13,2022-09-01,53842103.95,41136832.32,52,"B-167649,B-119530,B-336903,B-311992,B-128808",,False,,0.7640272073729021,1462,1481,19,True,1,5,True,False,False,False,True,False,False,False
W-523207,Devendra Alias Bhole Singh,Lok Sabha,Uttar Pradesh,AKBARPUR,V-194391,Health,2024-03-06,2024-04-05,42978305.24,34638333.24,42,"B-420183,B-686616,B-391736,B-810337,B-399344",,False,,0.8059492585054757,880,910,30,True,1,5,True,False,False,True,False,False,False,False
W-357714,DEVESH CHANDRA THAKUR,Lok Sabha,Bihar,SITAMARHI,V-149835,Health,2025-07-17,2025-09-10,36828211.33,26710257.05,70,"B-411560,B-972815,B-879745",,False,,0.7252662045045347,357,412,55,False,1,3,True,False,False,True,False,False,False,False
W-614908,DEVESH CHANDRA THAKUR,Lok Sabha,Bihar,SITAMARHI,V-857700,Water,2024-06-02,2024-07-06,42488841.77,40959622.63,81,"B-818714,B-487219,B-684974",,False,,0.9640089238422185,788,822,34,True,1,3,True,False,False,False,False,False,False,True
W-485806,DEVESH CHANDRA THAKUR,Lok Sabha,Bihar,SITAMARHI,V-544888,Road,2025-05-15,2025-06-16,8216298.22,6953220.06,93,"B-519619,B-793921",,False,,0.8462716266888375,443,475,32,True,1,2,True,False,False,False,False,True,False,False
W-263405,DEVESH CHANDRA THAKUR,Lok Sabha,Bihar,SITAMARHI,V-917441,Health,2025-08-04,2025-08-28,48139848.83,42476640.13,78,"B-547037,B-533230,B-401960,B-564526",,False,,0.882359233823128,370,394,24,True,1,4,True,False,False,True,False,False,False,False
W-180655,DEVESH CHANDRA THAKUR,Lok Sabha,Bihar,SITAMARHI,V-455083,Sanitation,2023-10-15,2023-10-21,9470062.97,7822350.94,64,"B-306413,B-914590",,False,,0.8260083343458486,1047,1053,6,True,1,2,True,False,False,False,False,False,True,False
W-439226,DEVESH CHANDRA THAKUR,Lok Sabha,Bihar,SITAMARHI,V-161225,Water,2026-07-17,2026-08-19,17846895.96,15514864.61,41,"B-946771,B-262716,B-524350",,False,,0.8693312632501052,14,47,33,False,1,3,True,False,False,False,False,False,False,True
W-387394,DEVESH SHAKYA,Lok Sabha,Uttar Pradesh,ETAH,V-570497,Road,2025-12-18,2026-02-04,64515880.94,51161957.61,60,"B-238066,B-577679,B-838148",,False,,0.7930133924324897,210,258,48,False,1,3,True,False,False,False,False,True,False,False
W-236486,DEVESH SHAKYA,Lok Sabha,Uttar Pradesh,ETAH,V-752506,Health,2026-03-17,2026-04-11,32922491.6,27690409.09,68,"B-509368,B-882370,B-813120",,False,,0.8410787806230315,144,169,25,False,1,3,True,False,False,True,False,False,False,False
W-486950,DEVESH SHAKYA,Lok Sabha,Uttar Pradesh,ETAH,V-931349,Water,2024-12-26,2025-01-12,48826627.46,47307043.83,57,"B-435830,B-271589,B-526307,B-534607,B-704037",,False,,0.9688779727568757,598,615,17,True,1,6,True,False,False,False,False,False,False,True
W-701224,Devusinh Jesingbhai Chauhan,Lok Sabha,Gujarat,KHEDA,V-144498,Education,2025-12-19,2026-01-03,3035931.97,2037447.16,52,"B-279167,B-215572",,False,,0.6711109406051677,242,257,15,False,1,2,True,False,True,False,False,False,False,False
W-238835,Devusinh Jesingbhai Chauhan,Lok Sabha,Gujarat,KHEDA,V-941693,Sanitation,2022-09-07,2020-03-25,11013410.82,7469669.91,60,"B-984326,B-849319,B-431436,B-644738,B-388074",,True,delayed_completion,0.678234021420078,2352,1456,-896,True,1,5,True,False,False,False,False,False,True,False
W-220915,Devusinh Jesingbhai Chauhan,Lok Sabha,Gujarat,KHEDA,V-405863,Water,2023-08-24,2023-09-04,16928546.5,13428260.62,35,"B-248384,B-973108,B-771202,B-856579,B-215876",,False,,0.7932317532400079,1094,1105,11,True,1,5,True,False,False,False,False,False,False,True
W-823285,Devusinh Jesingbhai Chauhan,Lok Sabha,Gujarat,KHEDA,V-841338,Sanitation,2025-12-26,2025-12-30,5615948.03,4770306.5,83,"B-216774,B-532145",,False,,0.8494214110453582,246,250,4,False,1,2,True,False,False,False,False,False,True,False
W-537214,Devusinh Jesingbhai Chauhan,Lok Sabha,Gujarat,KHEDA,V-737043,Other,2024-04-29,2024-05-31,4759025.78,4426345.07,59,"B-590075,B-66830,B-317616,B-820526,B-893397",,False,,0.9300947871730167,824,856,32,True,1,5,True,False,False,False,True,False,False,False
W-990726,Devusinh Jesingbhai Chauhan,Lok Sabha,Gujarat,KHEDA,V-75489,Health,2023-08-05,2023-08-24,46702077.44,44907226.16,70,"B-993557,B-156423,B-323737",,False,,0.9615680633842056,1105,1124,19,True,1,3,True,False,False,True,False,False,False,False
W-964161,Devusinh Jesingbhai Chauhan,Lok Sabha,Gujarat,KHEDA,V-524117,Water,2023-01-07,2023-01-31,32122590.17,23452138.82,36,"B-132461,B-997266,B-283695",,False,,0.7300824340716606,1310,1334,24,True,1,3,True,False,False,False,False,False,False,True
W-459404,Devusinh Jesingbhai Chauhan,Lok Sabha,Gujarat,KHEDA,V-704370,Education,2022-08-13,2022-06-20,26087469.28,21473646.72,67,"B-782500,B-701795,B-245642,B-195157",,True,delayed_completion,0.8231402781741962,1535,1481,-54,True,1,4,True,False,True,False,False,False,False,False
W-783758,Dhairyasheel Sambhajirao Mane,Lok Sabha,Maharashtra,HATKANANGLE,V-498803,Water,2025-08-22,2025-09-08,7249308.07,5564458.46,69,"B-228708,B-519668,B-654313,B-764654",,False,,0.7675847689557495,359,376,17,False,1,4,True,False,False,False,False,False,False,True
W-595094,Dhairyasheel Sambhajirao Mane,Lok Sabha,Maharashtra,HATKANANGLE,V-695399,Other,2026-05-26,2026-06-11,51692028.89,45164417.62,45,"B-894372,B-60515,B-763937,B-362326",,False,,0.8737211247039524,83,99,16,False,1,4,True,False,False,False,True,False,False,False
W-909386,Dhairyasheel Sambhajirao Mane,Lok Sabha,Maharashtra,HATKANANGLE,V-380237,Other,2025-04-25,2025-05-06,24669243.73,18853488.52,51,"B-824631,B-405158,B-187493,B-951316",,False,,0.7642507701633543,484,495,11,True,1,4,True,False,False,False,True,False,False,False
W-477113,Dhairyasheel Sambhajirao Mane,Lok Sabha,Maharashtra,HATKANANGLE,V-170540,Other,2025-03-09,2025-03-29,18044367.67,13602764.1,77,"B-473220,B-423955,B-973103",,False,,0.7538509716034842,522,542,20,True,1,3,True,False,False,False,True,False,False,False
W-882837,Dhairyasheel Sambhajirao Mane,Lok Sabha,Maharashtra,HATKANANGLE,V-462288,Health,2024-10-16,2024-11-09,9415466.13,8131625.63,59,"B-796414,B-903085",,False,,0.8636455718416991,662,686,24,True,1,2,True,False,False,True,False,False,False,False
W-168070,Dhairyasheel Sambhajirao Mane,Lok Sabha,Maharashtra,HATKANANGLE,V-997363,Education,2026-01-04,2026-01-19,14407061.84,13608809.85,67,"B-256502,B-816068",,False,,0.9445930059254886,226,241,15,False,1,2,True,False,True,False,False,False,False,False
W-752898,Dhairyasheel Sambhajirao Mane,Lok Sabha,Maharashtra,HATKANANGLE,V-315225,Other,2022-11-17,2022-12-16,13820114.47,9727270.87,57,"B-264370,B-873759,B-527197,B-83343",,False,,0.7038487916373966,1356,1385,29,True,1,4,True,False,False,False,True,False,False,False
W-530100,Dhairyasheel Sambhajirao Mane,Lok Sabha,Maharashtra,HATKANANGLE,V-256517,Sanitation,2026-04-09,2026-04-23,6967409.2,4552105.81,75,"B-229180,B-738398,B-844797,B-20757,B-311749",,False,,0.6533426815235711,132,146,14,False,1,5,True,False,False,False,False,False,True,False
W-325193,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,Lok Sabha,Maharashtra,CHANDRAPUR,V-183769,Education,2022-08-13,2022-09-04,37688875.09,33706931.13,36,"B-702970,B-963566,B-654461,B-689761,B-930089",,False,,0.8943469670959606,1459,1481,22,True,1,5,True,False,True,False,False,False,False,False
W-680311,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,Lok Sabha,Maharashtra,CHANDRAPUR,V-594593,Other,2024-08-11,2024-09-09,28144031.54,19316828.14,39,"B-686349,B-979421",,False,,0.6863561147075093,723,752,29,True,1,2,True,False,False,False,True,False,False,False
W-386493,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,Lok Sabha,Maharashtra,CHANDRAPUR,V-488802,Sanitation,2022-05-12,2022-05-28,8441096.78,5678435.94,74,"B-789059,B-302380,B-568776,B-840131",,False,,0.6727130476046977,1558,1574,16,True,1,4,True,False,False,False,False,False,True,False
W-749777,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,Lok Sabha,Maharashtra,CHANDRAPUR,V-702562,Other,2021-12-02,2019-04-06,13319739.33,12645429.3,44,"B-717581,B-835147",,True,delayed_completion,0.9493751331543514,2706,1735,-971,True,1,2,True,False,False,False,True,False,False,False
W-397014,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,Lok Sabha,Maharashtra,CHANDRAPUR,V-701355,Other,2023-02-28,2023-03-28,17456157.93,14318354.82,84,"B-586682,B-402430,B-626109",,False,,0.8202466360247922,1254,1282,28,True,1,3,True,False,False,False,True,False,False,False
W-632225,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,Lok Sabha,Maharashtra,CHANDRAPUR,V-449807,Water,2024-05-02,2024-06-01,41215099.33,28160948.38,65,"B-118184,B-160408,B-694652,B-82332,B-983861",,False,,0.6832677547255592,823,853,30,True,1,5,True,False,False,False,False,False,False,True
W-112629,DHARMENDRA PRADHAN,Lok Sabha,Odisha,SAMBALPUR,V-655161,Road,2021-11-16,2021-11-30,24652400.32,17278448.07,56,"B-913730,B-298676,B-169317,B-578759",,False,,0.7008829909346531,1737,1751,14,True,1,4,True,False,False,False,False,True,False,False
W-495356,DHARMENDRA PRADHAN,Lok Sabha,Odisha,SAMBALPUR,V-139073,Sanitation,2023-10-18,2023-10-21,19534935.64,18360804.18,77,"B-493605,B-425462,B-513544,B-848506,B-452782",,False,,0.9398958111950042,1047,1050,3,True,1,5,True,False,False,False,False,False,True,False
W-886147,DHARMENDRA PRADHAN,Lok Sabha,Odisha,SAMBALPUR,V-663871,Education,2024-05-22,2024-06-19,9336313.8,9744791.39,45,"B-455590,B-617643,B-522050,B-899479",,False,,1.0437514846598237,805,833,28,True,1,4,True,False,True,False,False,False,False,False
W-556433,DHARMENDRA PRADHAN,Lok Sabha,Odisha,SAMBALPUR,V-493737,Other,2023-07-25,2023-08-28,18002457.97,13174334.8,80,"B-542735,B-900208",,False,,0.731807557720964,1101,1135,34,True,1,2,True,False,False,False,True,False,False,False
W-387936,DHARMENDRA PRADHAN,Lok Sabha,Odisha,SAMBALPUR,V-48164,Road,2021-10-25,2021-11-13,68519516.24,51972001.49,62,"B-984119,B-460434,B-789053",,False,,0.7584992472503773,1754,1773,19,True,1,3,True,False,False,False,False,True,False,False
W-675384,DHARMENDRA PRADHAN,Lok Sabha,Odisha,SAMBALPUR,V-63212,Education,2025-01-08,2025-01-08,6219376.03,5266312.66,54,"B-425423,B-447652,B-973303",,False,,0.8467590051794954,602,602,0,True,1,3,True,False,True,False,False,False,False,False
W-600677,DHARMENDRA YADAV,Lok Sabha,Uttar Pradesh,AZAMGARH,V-819255,Water,2022-06-27,2022-07-07,28272462.19,26795510.39,92,"B-11487,B-945751",,False,,0.9477600574695472,1518,1528,10,True,1,2,True,False,False,False,False,False,False,True
W-512516,DHARMENDRA YADAV,Lok Sabha,Uttar Pradesh,AZAMGARH,V-619007,Road,2023-10-05,2023-10-07,20478020.96,16359442.38,83,"B-584611,B-942158,B-419241",,False,,0.7988780952981308,1061,1063,2,True,1,3,True,False,False,False,False,True,False,False
W-732090,DHARMENDRA YADAV,Lok Sabha,Uttar Pradesh,AZAMGARH,V-718898,Sanitation,2025-05-20,2025-06-01,24942292.84,18584646.3,35,"B-239186,B-822197,B-420496,B-125135",,False,,0.7451057695143315,458,470,12,True,1,4,True,False,False,False,False,False,True,False
W-855744,DHARMENDRA YADAV,Lok Sabha,Uttar Pradesh,AZAMGARH,V-459197,Sanitation,2023-12-19,2023-12-22,16437942.53,14046317.53,83,"B-46095,B-637453,B-614779",,False,,0.8545058181317294,985,988,3,True,1,3,True,False,False,False,False,False,True,False
W-264464,DHARMENDRA YADAV,Lok Sabha,Uttar Pradesh,AZAMGARH,V-539876,Water,2025-02-20,2025-03-08,5221887.84,5060176.98,53,"B-54507,B-40326,B-119053,B-787466,B-622041",,False,,0.9690321077443901,543,559,16,True,1,5,True,False,False,False,False,False,False,True
W-208479,DHARMENDRA YADAV,Lok Sabha,Uttar Pradesh,AZAMGARH,V-489946,Education,2024-10-13,2024-10-30,19899685.11,16561907.1,62,"B-42402,B-683268,B-432834",,False,,0.8322698077105402,672,689,17,True,1,3,True,False,True,False,False,False,False,False
W-290746,DHARMENDRA YADAV,Lok Sabha,Uttar Pradesh,AZAMGARH,V-185348,Education,2025-08-27,2025-09-09,31012708.53,24582865.05,68,"B-135436,B-758175,B-858047,B-376364,B-738271",,False,,0.7926706893794806,358,371,13,False,1,5,True,False,True,False,False,False,False,False
W-861666,DHAVAL LAXMANBHAI PATEL,Lok Sabha,Gujarat,VALSAD(ST),V-768808,Health,2022-06-26,2022-07-24,11252859.05,9977108.9,80,"B-161483,B-477680,B-577616,B-369973,B-207300",,False,,0.8866287985718616,1501,1529,28,True,1,6,True,False,False,True,False,False,False,False
W-354040,DHAVAL LAXMANBHAI PATEL,Lok Sabha,Gujarat,VALSAD(ST),V-212307,Education,2025-11-05,2025-11-18,29349729.12,27350625.95,89,"B-980404,B-766742,B-891691",,False,,0.9318868272403326,288,301,13,False,1,3,True,False,True,False,False,False,False,False
W-321381,DHAVAL LAXMANBHAI PATEL,Lok Sabha,Gujarat,VALSAD(ST),V-308398,Other,2024-11-26,2024-12-15,33730141.9,21931741.68,72,"B-788026,B-732080,B-608141,B-69149",,False,,0.6502119601222313,626,645,19,True,1,4,True,False,False,False,True,False,False,False
W-205235,DHAVAL LAXMANBHAI PATEL,Lok Sabha,Gujarat,VALSAD(ST),V-878456,Other,2022-11-23,2022-12-18,5563238.36,4657243.24,80,"B-288588,B-861166,B-431136",,False,,0.8371460898540396,1354,1379,25,True,1,3,True,False,False,False,True,False,False,False
W-794995,DHAVAL LAXMANBHAI PATEL,Lok Sabha,Gujarat,VALSAD(ST),V-787028,Education,2021-11-24,2022-02-06,47893221.57,41899528.41,43,"B-88990,B-235524,B-655879",,False,,0.874852996655493,1669,1743,74,True,1,3,True,False,True,False,False,False,False,False
W-566793,DHAVAL LAXMANBHAI PATEL,Lok Sabha,Gujarat,VALSAD(ST),V-8246,Health,2026-07-27,2026-08-29,16180289.17,14293637.91,42,"B-379497,B-36273,B-976073,B-814599,B-682379",,False,,0.8833981741501843,4,37,33,False,1,5,True,False,False,True,False,False,False,False
W-712379,DHAVAL LAXMANBHAI PATEL,Lok Sabha,Gujarat,VALSAD(ST),V-80391,Water,2022-02-17,2022-03-22,2295520.83,2188182.75,89,"B-182169,B-200651,B-281001,B-696860,B-44808",,False,,0.9532402064937916,1625,1658,33,True,1,5,True,False,False,False,False,False,False,True
W-436655,Dileshwar Kamait,Lok Sabha,Bihar,SUPAUL,V-362298,Health,2021-11-25,2021-11-25,19269060.33,17008636.96,45,"B-667687,B-946558,B-965600",,False,,0.8826915619501827,1742,1742,0,True,1,3,True,False,False,True,False,False,False,False
W-647444,Dileshwar Kamait,Lok Sabha,Bihar,SUPAUL,V-988384,Sanitation,2025-04-10,2025-05-01,14310144.34,12098059.21,48,"B-604090,B-943011,B-733667,B-28421,B-232384",,False,,0.8454183914961126,489,510,21,True,1,5,True,False,False,False,False,False,True,False
W-879933,Dileshwar Kamait,Lok Sabha,Bihar,SUPAUL,V-483979,Road,2024-01-31,2024-02-08,43552531.33,41083212.25,53,"B-289737,B-448727,B-142601,B-613785",,False,,0.9433025129747379,937,945,8,True,1,4,True,False,False,False,False,True,False,False
W-467542,Dileshwar Kamait,Lok Sabha,Bihar,SUPAUL,V-867243,Health,2024-09-27,2022-11-30,13755582.07,9963605.18,28,"B-919033,B-434490",,True,delayed_completion,0.7243317752238164,1372,705,-667,True,1,2,True,False,False,True,False,False,False,False
W-813770,Dileshwar Kamait,Lok Sabha,Bihar,SUPAUL,V-450183,Water,2022-10-13,2022-11-04,9916401.77,10533899.94,88,"B-244015,B-700563,B-434757,B-633991,B-288264",,True,cost_overrun,1.0622703864085168,1398,1420,22,True,1,5,True,False,False,False,False,False,False,True
W-865534,Dileshwar Kamait,Lok Sabha,Bihar,SUPAUL,V-470363,Other,2022-10-07,2022-10-12,10282887.35,9574894.74,41,"B-573939,B-332557,B-685054",,False,,0.9311484619152227,1421,1426,5,True,1,3,True,False,False,False,True,False,False,False
W-295250,Dileshwar Kamait,Lok Sabha,Bihar,SUPAUL,V-955238,Other,2025-04-14,2025-05-06,25697280.85,19620703.07,68,"B-840693,B-908734",,False,,0.7635322657105177,484,506,22,True,1,2,True,False,False,False,True,False,False,False
W-275654,Dileshwar Kamait,Lok Sabha,Bihar,SUPAUL,V-316608,Health,2022-03-17,2022-03-26,12914788.2,11800312.47,52,"B-270682,B-139127,B-697045,B-475145,B-979340",,False,,0.9137054582126249,1621,1630,9,True,1,5,True,False,False,True,False,False,False,False
W-611640,Dilip Saikia,Lok Sabha,Assam,Darrang-Udalguri,V-10280,Road,2022-06-18,2022-07-04,29623505.25,27439557.09,48,"B-955628,B-499400,B-674061",,False,,0.9262765111161179,1521,1537,16,True,1,3,True,False,False,False,False,True,False,False
W-120144,Dilip Saikia,Lok Sabha,Assam,Darrang-Udalguri,V-364669,Water,2025-10-26,2025-11-21,16264220.85,11325566.64,49,B-DUP-001,,True,duplicate_beneficiary,0.6963485521041729,285,311,26,False,1,4,True,False,False,False,False,False,False,True
W-739236,Dilip Saikia,Lok Sabha,Assam,Darrang-Udalguri,V-846042,Other,2025-08-10,2025-08-25,19577095.17,14807439.51,71,"B-740408,B-117168,B-624982",,False,,0.7563655068036327,373,388,15,True,1,3,True,False,False,False,True,False,False,False
W-703562,Dilip Saikia,Lok Sabha,Assam,Darrang-Udalguri,V-320402,Road,2025-02-07,2025-03-07,35374752.14,25989938.09,79,"B-857918,B-653812,B-252037,B-386573",,False,,0.7347030443391256,544,572,28,True,1,4,True,False,False,False,False,True,False,False
W-187504,Dilip Saikia,Lok Sabha,Assam,Darrang-Udalguri,V-374029,Road,2023-02-16,2023-02-18,45425426.59,41005255.74,73,"B-508355,B-625678,B-761073,B-780889,B-436377",,False,,0.9026939055543606,1292,1294,2,True,1,5,True,False,False,False,False,True,False,False
W-646902,Dinesh Chandra Yadav,Lok Sabha,Bihar,MADHEPURA,V-319896,Education,2023-05-31,2023-06-16,46340873.51,43417730.63,95,"B-691549,B-720905,B-928235,B-711791",,False,,0.9369208506747461,1174,1190,16,True,1,4,True,False,True,False,False,False,False,False
W-368572,Dinesh Chandra Yadav,Lok Sabha,Bihar,MADHEPURA,V-997545,Other,2022-05-23,2022-06-02,6912854.4,5493260.91,93,"B-21200,B-967236,B-724317,B-229080",,False,,0.7946443816319927,1553,1563,10,True,1,4,True,False,False,False,True,False,False,False
W-595041,Dinesh Chandra Yadav,Lok Sabha,Bihar,MADHEPURA,V-303622,Water,2024-10-09,2024-11-21,55499024.49,45253849.85,77,"B-122300,B-834690,B-507342,B-371104,B-769857",,False,,0.8153990140521117,650,693,43,True,1,5,True,False,False,False,False,False,False,True
